City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text
New Delhi,"North Indian, Chinese, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Mughlai,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Gurgaon,"Continental, Italian, North Indian, Mughlai",1250,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good
Noida,"Chinese, North Indian",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
New Delhi,"European, Continental",3600,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good
Chennai,"North Indian, Chinese, Arabian",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.8,Yellow,Good
New Delhi,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average
New Delhi,Finger Food,3000,Indian Rupees(Rs.),No,No,No,No,4,3.5,Yellow,Good
Noida,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good
New Delhi,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
New Delhi,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good
Noida,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Continental, Chinese, Italian, Finger Food",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.3,Green,Very Good
Boise,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent
New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,Bakery,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average
Gurgaon,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
Gurgaon,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
New Delhi,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good
New Delhi,Biryani,650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
New Delhi,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average
Noida,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Auckland,"Seafood, Kiwi",90,NewZealand($),No,No,No,No,4,4.8,Dark Green,Excellent
New Delhi,"Korean, Beverages, Desserts",650,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.9,Yellow,Good
New Delhi,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good
Gurgaon,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor
New Delhi,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Dubuque,Seafood,25,Dollar($),No,No,No,No,2,3.3,Orange,Average
Gurgaon,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
Vadodara,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good
New Delhi,Cafe,300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
New Delhi,North Indian,3000,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average
Waterloo,"Asian, Chinese",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good
New Delhi,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good
New Delhi,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Faridabad,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Noida,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average
Noida,"Chinese, Thai",1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average
New Delhi,"North Indian, Chinese, South Indian, Bakery",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average
Augusta,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good
New Delhi,"Street Food, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
New Delhi,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Mithai, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"Lebanese, Arabian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average
New Delhi,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Sharjah,"Bakery, Arabian, Middle Eastern",50,Emirati Diram(AED),No,No,No,No,2,4.2,Green,Very Good
Inner City,"European, Contemporary",1540,Rand(R),No,No,No,No,4,4.9,Dark Green,Excellent
Gurgaon,Japanese,1250,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good
New Delhi,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good
New Delhi,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
Lucknow,"Desserts, Ice Cream",200,Indian Rupees(Rs.),No,No,No,No,1,4.5,Dark Green,Excellent
New Delhi,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average
New Delhi,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
Gurgaon,"North Indian, Chinese",1400,Indian Rupees(Rs.),Yes,No,No,No,3,0.0,White,Not rated
Gurgaon,Finger Food,1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average
Noida,"Fast Food, Beverages",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Chinese, Fast Food",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average
New Delhi,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Pensacola,"Caribbean, Seafood",40,Dollar($),No,No,No,No,3,4.3,Green,Very Good
Manchester,Italian,25,Pounds(��),No,No,No,No,2,4.3,Green,Very Good
New Delhi,"Street Food, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average
Noida,"North Indian, Mughlai, Hyderabadi",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Noida,"Italian, Lebanese, North Indian",1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good
New Delhi,"Continental, Italian",2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good
Patna,"North Indian, Continental, Chinese, South Indian",1600,Indian Rupees(Rs.),No,No,No,No,4,3.7,Yellow,Good
New Delhi,"Cafe, South Indian, North Indian, Bakery",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
New Delhi,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
Lucknow,"Cafe, Continental, Chinese",650,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good
New Delhi,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"Mithai, South Indian, Chinese, Street Food, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
Noida,"Fast Food, Beverages",200,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good
Jakarta,"Desserts, Bakery, Western",200000,Indonesian Rupiah(IDR),No,No,No,No,3,4.6,Dark Green,Excellent
Macon,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good
Gurgaon,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Patna,Chinese,1400,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good
New Delhi,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"North Indian, South Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,0.0,White,Not rated
Macon,"American, Seafood",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good
Noida,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good
New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average
New Delhi,Street Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Indore,"Cafe, Fast Food, Italian, Mexican",700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good
New Delhi,"North Indian, Fast Food, Italian, Chinese, Cafe",1400,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good
New Delhi,"Chinese, Thai, Japanese, Tibetan",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good
New Delhi,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average
New Delhi,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
Noida,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,"North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,Yes,No,2,3.4,Orange,Average
Noida,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
Noida,Bakery,150,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated
New Delhi,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average
Gurgaon,"Japanese, Chinese, Thai",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good
Rio de Janeiro,"Brazilian, Bar Food",85,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent
Gurgaon,"North Indian, Thai, Continental",1400,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good
New Delhi,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,Yes,No,2,3.4,Orange,Average
New Delhi,Healthy Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average
Jaipur,"Continental, Italian, North Indian, Lebanese, Thai",1000,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good
Gurgaon,"Bengali, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Gurgaon,Finger Food,1900,Indian Rupees(Rs.),Yes,No,No,No,3,3.0,Orange,Average
New Delhi,"Tibetan, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average
Boise,"American, Burger",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good
Sioux City,"Asian, Chinese",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good
New Delhi,Street Food,50,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese",200,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated
New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average
Gurgaon,"Chinese, Mughlai, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"American, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good
Noida,"North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor
New Delhi,"North Indian, Mughlai",3600,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good
New Delhi,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good
New Delhi,"Mughlai, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"North Indian, Continental, European, American, Mediterranean",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good
New Delhi,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"Fast Food, North Indian, Beverages",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Noida,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Vizag,"Continental, Seafood, Chinese, North Indian, Biryani",600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
Noida,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Cafe, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
Noida,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"North Indian, Chinese, South Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
Gurgaon,"Biryani, North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good
New Delhi,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Gujarati, Rajasthani",950,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
Noida,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
New Delhi,"Asian, Japanese, Chinese, Thai",1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good
New Delhi,"Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"Chinese, South Indian",250,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated
Ahmedabad,"Continental, Chinese, North Indian",1800,Indian Rupees(Rs.),No,No,No,No,4,3.7,Yellow,Good
Vadodara,"Cafe, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good
Gurgaon,"Chinese, Asian",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good
Macon,"Japanese, Sushi, Thai",10,Dollar($),No,No,No,No,1,4.0,Green,Very Good
Noida,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good
Gurgaon,"Ice Cream, Desserts",100,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
New Delhi,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Raw Meats, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Cafe, Continental, Chinese, Italian",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good
Noida,"North Indian, Mughlai, Chinese",1400,Indian Rupees(Rs.),No,Yes,No,No,3,2.5,Orange,Average
New Delhi,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
Noida,"North Indian, Chinese, Fast Food",650,Indian Rupees(Rs.),No,Yes,Yes,No,2,2.7,Orange,Average
S��o Paulo,"Gourmet Fast Food, Burger",120,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good
Noida,Bakery,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.1,Red,Poor
Gurgaon,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average
Nashik,"North Indian, Maharashtrian",1000,Indian Rupees(Rs.),No,No,No,No,4,3.6,Yellow,Good
Gurgaon,"Chinese, Mexican, Fast Food, Continental",250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
New Delhi,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Gurgaon,Mughlai,550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
Noida,"North Indian, Fast Food, Chinese",1200,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good
Birmingham,Latin American,40,Pounds(��),No,No,No,No,3,4.6,Dark Green,Excellent
New Delhi,"Chinese, Thai",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
New Delhi,Parsi,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good
New Delhi,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,"South Indian, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,"North Indian, Chinese",450,Indian Rupees(Rs.),Yes,Yes,No,No,1,3.7,Yellow,Good
Surat,"North Indian, Italian, Mexican, Asian",800,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good
Gurgaon,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good
New Delhi,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
Gurgaon,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
Noida,"Chinese, South Indian, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
Vadodara,Gujarati,600,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good
New Delhi,"Cafe, Continental, Italian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good
Gurgaon,"Beverages, Salad",400,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good
Chandigarh,"Desserts, American",600,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good
Gurgaon,"North Indian, Continental, Mughlai, Asian",2000,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good
Noida,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average
New Delhi,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average
Vadodara,"North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good
New Delhi,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Chinese,4800,Indian Rupees(Rs.),Yes,No,No,No,4,4.2,Green,Very Good
New Delhi,Mughlai,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,Mughlai,200,Indian Rupees(Rs.),No,No,No,No,1,4.0,Green,Very Good
Gurgaon,"Biryani, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"Finger Food, North Indian, Italian",1250,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good
New Delhi,"Continental, Chinese, Thai",1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good
New Delhi,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average
Gurgaon,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,North Indian,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average
New Delhi,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Faridabad,Italian,1000,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent
Chennai,"North Indian, European, Mediterranean",1600,Indian Rupees(Rs.),No,No,No,No,3,4.9,Dark Green,Excellent
New Delhi,"Japanese, Sushi",2900,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good
New Delhi,"Mughlai, North Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
Noida,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average
New Delhi,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"North Indian, Mughlai, Continental, Chinese",1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good
Nagpur,"Seafood, Chinese, Thai",1000,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good
New Delhi,"Cafe, Fast Food, Healthy Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,4.1,Green,Very Good
Noida,Chinese,1300,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Orange,Average
Noida,"North Indian, Biryani",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good
New Delhi,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good
New Delhi,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Fast Food, North Indian, Chinese, South Indian, Ice Cream",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average
New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"Cafe, Continental, Chinese, Italian",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.6,Dark Green,Excellent
New Delhi,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"Mughlai, North Indian",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good
Coimbatore,"South Indian, Biryani",350,Indian Rupees(Rs.),No,No,No,No,2,4.5,Dark Green,Excellent
New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
Rio de Janeiro,Japanese,250,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent
New Delhi,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good
New Delhi,"Fast Food, Desserts, Beverages",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
New Delhi,"Burger, Fast Food, Chinese, Bakery",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average
Noida,"North Indian, Chinese, Fast Food, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"Ice Cream, Desserts, Beverages",250,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good
New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
New Delhi,"Fast Food, Desserts",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
London,"Japanese, Sushi",100,Pounds(��),Yes,No,No,No,4,4.4,Green,Very Good
New Delhi,"Pizza, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Biryani, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average
New Delhi,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Bhubaneshwar,"Mediterranean, Asian, Continental, North Indian, Arabian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent
Gurgaon,Bakery,800,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
Noida,"North Indian, Street Food, South Indian, Fast Food, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average
New Delhi,"Bakery, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average
Noida,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Gurgaon,"North Indian, Continental",1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good
Faridabad,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
Noida,"Pizza, Fast Food",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good
Mumbai,"Healthy Food, American, Burger, Salad",850,Indian Rupees(Rs.),Yes,No,No,No,2,3.4,Orange,Average
Gurgaon,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.0,Orange,Average
New Delhi,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
New Delhi,"North Indian, Mangalorean, Chinese",1350,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good
