City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Rating color,Rating text,Aggregate rating
New Delhi,"Bakery, Fast Food",0.2222222222222222,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.4
Noida,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Bakery, Fast Food",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Raw Meats, North Indian, Fast Food",0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
Colombo,"Malaysian, North Indian, Sri Lankan",1.0,Sri Lankan Rupee(LKR),No,No,No,No,1.0,Yellow,Good,3.5
Randburg,Cafe,0.0,Rand(R),No,No,No,No,1.0,Green,Very Good,4.3
Noida,"Cafe, North Indian, Italian, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.8
Noida,"Cafe, Continental, Fast Food, Italian",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.7
Valdosta,"Seafood, Southern",0.0,Dollar($),No,No,No,No,1.0,Yellow,Good,3.9
Gurgaon,"North Indian, Mughlai",0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Gurgaon,Cafe,0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Oriya,0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
New Delhi,"Cafe, Fast Food, Pizza",0.0,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.4
Gurgaon,"Thai, Asian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.0
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Ice Cream,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,Yellow,Good,3.7
Valdosta,American,0.0,Dollar($),No,No,No,No,1.0,Yellow,Good,3.7
New Delhi,"Cafe, American, Italian, North Indian, Chinese",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.7
Noida,"Cafe, North Indian, Italian",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.7
New Delhi,"Continental, American, Fast Food",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.9
New Delhi,"Ice Cream, Desserts",0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.4
New Delhi,North Indian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Chinese,0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
Amritsar,"North Indian, Mughlai, Chinese",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.4
New Delhi,Street Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Faridabad,"American, Fast Food, Salad, Healthy Food",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.5
New Delhi,North Indian,1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.7
Noida,Biryani,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Mithai, Street Food",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
New Delhi,"Chinese, Fast Food",0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,North Indian,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, Fast Food",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
Faridabad,"Raw Meats, Fast Food",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Dubai,Indian,0.5555555555555556,Emirati Diram(AED),Yes,No,No,No,1.0,Dark Green,Excellent,4.9
Valdosta,Mexican,0.0,Dollar($),No,No,No,No,1.0,Orange,Average,3.1
New Delhi,"North Indian, Mughlai",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.0
New Delhi,"Continental, North Indian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.5
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
Noida,"North Indian, Fast Food",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.1
New Delhi,"Fast Food, Maharashtrian, North Indian",0.0,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,2.7
New Delhi,"Chinese, Thai",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.7
Gurgaon,"North Indian, Chinese",0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.4
New Delhi,"Chinese, South Indian",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.8
Wellington City,Fast Food,0.0,NewZealand($),No,No,No,No,0.0,Dark Green,Excellent,4.5
New Delhi,North Indian,0.8888888888888888,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.0
��stanbul,"Italian, World Cuisine",0.0,Turkish Lira(TL),No,No,No,No,1.0,Yellow,Good,3.7
Gurgaon,Pizza,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,North Indian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.8
Chandigarh,"Continental, Italian, Thai, Finger Food",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.0
Chandigarh,"North Indian, Continental, Asian",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.0
New Delhi,"Portuguese, African",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.7
Gurgaon,"North Indian, Chinese, South Indian, Seafood, Chettinad",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.6
Noida,North Indian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Gurgaon,"North Indian, Mughlai",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.2
New Delhi,"Burger, Fast Food",0.5555555555555556,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.7
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Faridabad,Pizza,0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.7
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"European, Continental, Pizza",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.2
New Delhi,"South Indian, Street Food, Mithai",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Fast Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.8
New Delhi,"Bakery, Desserts, Fast Food",0.2222222222222222,Indian Rupees(Rs.),No,Yes,No,No,0.0,Yellow,Good,3.5
New Delhi,Beverages,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Yellow,Good,3.8
New Delhi,North Indian,0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
Gurgaon,Biryani,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Noida,"Continental, Italian",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.2
New Delhi,Mughlai,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Green,Very Good,4.3
New Delhi,"Bakery, Desserts",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.1
Noida,"North Indian, Chinese",0.6666666666666667,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.9
Noida,"North Indian, Chinese, Continental",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,3.0
New Delhi,"Bakery, Desserts",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.0
New Delhi,"North Indian, Biryani",0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.3
Faridabad,"North Indian, Chinese",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
New Delhi,"Bakery, Desserts",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
Noida,South Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Noida,"Bakery, Desserts",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
New Delhi,"American, Fast Food, Desserts",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.0
New Delhi,North Indian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, Mediterranean, Continental",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Yellow,Good,3.6
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
New Delhi,"North Indian, Chinese, Italian, Continental",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.0
New Delhi,"North Indian, Chinese, Mughlai",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.5
Gurgaon,"North Indian, Fast Food",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.0
Ranchi,"South Indian, North Indian, Chinese",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Yellow,Good,3.7
Faridabad,"Fast Food, Pizza",0.6666666666666667,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.6
New Delhi,"North Indian, Fast Food, Chinese, South Indian",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.2
New Delhi,Goan,1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.5
Bras�_lia,Seafood,0.0,Brazilian Real(R$),No,No,No,No,1.0,Orange,Average,3.2
New Delhi,"Chinese, Fast Food",0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.4
Noida,Biryani,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,North Indian,0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Yellow,Good,3.5
New Delhi,"Hyderabadi, Biryani",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Noida,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Lucknow,European,1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.1
New Delhi,"North Indian, Mughlai, Chinese, Continental, Fast Food",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,2.8
New Delhi,"North Indian, Chinese",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.8
New Delhi,Fast Food,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Amritsar,North Indian,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,Yellow,Good,3.9
New Delhi,"Mughlai, North Indian",0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Pizza, Italian",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.2
Jaipur,"Cafe, Mexican, Italian, Continental",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Green,Very Good,4.3
New Delhi,Bakery,0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
New Delhi,"Desserts, Mithai",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
Noida,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
New Delhi,"North Indian, South Indian, Chinese",0.6666666666666667,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.2
Noida,"Ice Cream, Desserts",0.8888888888888888,Indian Rupees(Rs.),No,Yes,No,No,1.0,Green,Very Good,4.0
Faridabad,"Chinese, Fast Food",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Finger Food, European",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,3.2
Gurgaon,Finger Food,1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,3.4
Noida,Cafe,0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Bakery, Desserts",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.9
Dubuque,"Desserts, Pizza, Ice Cream",0.0,Dollar($),No,No,No,No,0.0,Yellow,Good,3.5
New Delhi,"South Indian, Nepalese",0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Kochi,"North Indian, Kerala, Chinese, Continental",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.2
Abu Dhabi,"Thai, Japanese, Chinese, Indonesian, Vietnamese",0.2222222222222222,Emirati Diram(AED),Yes,Yes,No,No,1.0,Green,Very Good,4.4
Gurgaon,"American, European, North Indian",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Yellow,Good,3.5
New Delhi,Mithai,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.7
New Delhi,"Fast Food, Beverages",0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,2.6
Faridabad,North Indian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Cafe, Italian, Chinese, North Indian",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.5
Noida,"North Indian, Chinese, Continental",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,2.6
Gurgaon,"American, Fast Food, Salad, Healthy Food",0.5555555555555556,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.9
Ghaziabad,"Burger, Desserts, Fast Food",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.6
New Delhi,"North Indian, Chinese",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.6
Gainesville,"American, Sandwich, Seafood",0.0,Dollar($),No,No,No,No,1.0,Green,Very Good,4.4
Kolkata,"North Indian, Chinese, Street Food",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.2
New Delhi,South Indian,0.5555555555555556,Indian Rupees(Rs.),No,Yes,No,No,1.0,Green,Very Good,4.2
New Delhi,Desserts,0.11111111111111105,Indian Rupees(Rs.),No,Yes,No,No,0.0,Yellow,Good,3.5
Noida,Chinese,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Bakery, Chinese",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Noida,Lucknowi,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Street Food, North Indian",0.0,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.3
New Delhi,Chinese,1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,3.2
Waterloo,Chinese,0.0,Dollar($),No,No,No,No,0.0,Yellow,Good,3.7
Noida,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.2
New Delhi,North Indian,0.6666666666666667,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
Mangalore,"Cafe, Continental",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.6
New Delhi,"Cafe, Tea",0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Yellow,Good,3.8
New Delhi,Cafe,0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.4
New Delhi,"Desserts, Ice Cream",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.3
Orlando,"American, Sandwich, Tea",0.0,Dollar($),No,No,No,No,1.0,Dark Green,Excellent,4.9
New Delhi,Cafe,1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.7
Gurgaon,"Bakery, Beverages",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.4
Gurgaon,"Fast Food, North Indian",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Seafood, Continental, European",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Yellow,Good,3.7
Kochi,"European, North Indian, Mediterranean, American",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Dark Green,Excellent,4.5
New Delhi,"North Indian, Italian, Fast Food",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.5
New Delhi,"North Indian, South Indian, Street Food",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Yellow,Good,3.9
Gurgaon,"Continental, Italian, Pizza, Asian",0.5555555555555556,Indian Rupees(Rs.),No,Yes,No,No,1.0,Dark Green,Excellent,4.6
New Delhi,"Ice Cream, Desserts",0.11111111111111105,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,2.9
New Delhi,North Indian,0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.4
Gurgaon,North Indian,0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.2
Noida,"North Indian, Chinese, South Indian, Mithai",0.8888888888888888,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.9
Gurgaon,"North Indian, Mughlai",0.8888888888888888,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.9
Kochi,"Continental, Cafe, Desserts, Bakery",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.3
Inverloch,"Burger, Coffee and Tea, Modern Australian",0.0,Dollar($),No,No,No,No,0.0,Yellow,Good,3.7
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
New Delhi,"North Indian, Chinese",0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, Chinese",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
New Delhi,Cafe,1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.6
Noida,"Cafe, Italian, Chinese",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.2
New Delhi,Fast Food,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"South Indian, Chinese",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Biryani,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
Faridabad,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Street Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Faridabad,Beverages,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Yellow,Good,3.6
Noida,"North Indian, Chinese, Continental",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,2.8
New Delhi,"Pizza, Fast Food",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.2
Jakarta,"French, Western",1.0,Indonesian Rupiah(IDR),No,No,No,No,1.0,Green,Very Good,4.3
New Delhi,"North Indian, Continental, Asian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.6
Gurgaon,Cafe,1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.5
Gurgaon,"Bakery, Desserts, Beverages",0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.3
Gurgaon,"Chinese, North Indian, South Indian",0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,2.8
Gurgaon,"Mithai, Street Food",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.2
New Delhi,"Bakery, Desserts",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.4
Faridabad,Chinese,1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Green,Very Good,4.1
New Delhi,"Ice Cream, Desserts",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.8
New Delhi,"Raw Meats, Fast Food",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.2
Noida,Fast Food,0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Red,Poor,2.3
Noida,North Indian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
Mangalore,"South Indian, North Indian",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.6
New Delhi,"Mithai, Street Food, North Indian",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Gurgaon,"Fast Food, Chinese",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, Mughlai, Chinese, Continental",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.9
Bangalore,"North Indian, Mughlai",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Green,Very Good,4.1
New Delhi,"Chinese, Fast Food",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Noida,"Cafe, Bakery",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.3
Gurgaon,"North Indian, South Indian, Chinese, Fast Food",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
New Delhi,"Fast Food, Chinese",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Chinese,0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.2
Faridabad,"North Indian, South Indian, Fast Food, Street Food, Mithai",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.6
Gurgaon,Fast Food,0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.0
Chennai,"North Indian, Chinese",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.0
New Delhi,Fast Food,0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Gurgaon,South Indian,0.0,Indian Rupees(Rs.),No,Yes,No,No,0.0,Yellow,Good,3.5
New Delhi,Fast Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, Chinese, Street Food",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Mughlai,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.3
Gurgaon,"Continental, Italian, North Indian, Mughlai",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.4
Noida,"Chinese, North Indian",0.6666666666666667,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.2
New Delhi,"European, Continental",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.7
Chennai,"North Indian, Chinese, Arabian",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Yellow,Good,3.8
New Delhi,Street Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Noida,"American, Fast Food, Salad, Healthy Food",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.5
New Delhi,Finger Food,1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.5
Noida,Cafe,0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.7
New Delhi,North Indian,0.6666666666666667,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.6
New Delhi,Cafe,1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.7
Noida,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Fast Food, North Indian",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Continental, Chinese, Italian, Finger Food",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.3
Boise,"American, Bar Food",0.0,Dollar($),No,No,No,No,1.0,Dark Green,Excellent,4.5
New Delhi,North Indian,0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Gurgaon,Bakery,0.2222222222222222,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.2
Gurgaon,Bakery,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
Gurgaon,"North Indian, Chinese, Fast Food",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.3
New Delhi,"North Indian, Chinese, South Indian, Seafood, Chettinad",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.5
New Delhi,Biryani,0.8888888888888888,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.2
New Delhi,North Indian,0.6666666666666667,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.8
Noida,"Ice Cream, Desserts",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Auckland,"Seafood, Kiwi",0.0,NewZealand($),No,No,No,No,1.0,Dark Green,Excellent,4.8
New Delhi,"Korean, Beverages, Desserts",0.8888888888888888,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Yellow,Good,3.9
New Delhi,"North Indian, Mughlai, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.8
Gurgaon,"North Indian, South Indian, Chinese",0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Red,Poor,2.4
New Delhi,Fast Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
